朝向,单位面积租金（元/月/㎡）
南,62.35294117647059
南,102.5
南北,67.84260515603799
南北,76.13636363636364
北,45.833333333333336
南,133.33333333333334
南,62.35294117647059
南,102.5
南北,67.84260515603799
南北,76.13636363636364
北,45.833333333333336
南,133.33333333333334
南,62.35294117647059
南,102.5
南北,67.84260515603799
南北,76.13636363636364
北,45.833333333333336
南,133.33333333333334
南,62.35294117647059
南,102.5
南北,67.84260515603799
南北,76.13636363636364
北,45.833333333333336
南,133.33333333333334
南,62.35294117647059
南,102.5
南北,67.84260515603799
南北,76.13636363636364
北,45.833333333333336
南,133.33333333333334
南北,41.55343743662543
南,64.28571428571429
南,61.904761904761905
北,66.66666666666667
南,46.59090909090909
南,47.19101123595506
东,63.41463414634146
东,63.41463414634146
南,51.724137931034484
南,45.90112965074101
南,62.35294117647059
南,102.5
南北,67.84260515603799
南北,76.13636363636364
北,45.833333333333336
南,133.33333333333334
南,62.35294117647059
南,102.5
南北,67.84260515603799
南北,76.13636363636364
北,45.833333333333336
南,133.33333333333334
南,40.50632911392405
南,40.0
南,36.111111111111114
南北,37.79202931745305
南,41.17219665778639
南,38.36203051119636
南北,37.878787878787875
南,47.2972972972973
南,23.529411764705884
南,43.90779363336993
南,33.333333333333336
南,38.70967741935484
东,51.90311418685121
南,46.05263157894737
南,33.70786516853933
南,37.9746835443038
南,36.722515492311224
南,40.0
南,59.375
南北,214.50596594717788
南北,53.84615384615385
南,51.111111111111114
南,45.78313253012048
南,37.58187479866853
南,39.5703787450537
东,33.70786516853933
南,40.42553191489362
南,33.70786516853933
南,45.833333333333336
南,36.111111111111114
南,48.648648648648646
南,39.96124969726326
南,88.54034910194788
南,35.8974358974359
南,33.0091890445178
南,38.50102669404517
南北,37.70170411702609
南,38.55421686746988
南,42.153047989623865
南,40.0
南,35.8974358974359
南,33.0091890445178
南北,46.51162790697674
南,48.648648648648646
南北,37.70170411702609
南,42.622950819672134
南北,214.50596594717788
南北,53.84615384615385
南,50.98980203959208
南,40.229885057471265
南,42.9138504452312
南,45.16129032258065
南,51.111111111111114
南,45.78313253012048
南,37.58187479866853
南,45.78313253012048
南,37.58187479866853
南,52.23880597014925
南,39.325842696629216
南,25.727985030990524
南,36.722515492311224
南,35.0
南,37.07865168539326
南,37.3134328358209
南,46.76753782668501
东,33.70786516853933
南,40.42553191489362
南,33.70786516853933
南北,34.019115502996925
南,36.32840881569388
南,38.65979381443299
南,39.53015586175739
南,62.35294117647059
南,102.5
南北,67.84260515603799
南北,76.13636363636364
北,45.833333333333336
南,133.33333333333334
南,97.14285714285714
南,98.2905982905983
南,70.96774193548387
南,45.16129032258065
南,32.55813953488372
南,21.705426356589147
南,29.85499004833665
南,23.4375
南,32.31017770597738
南,32.0
南,32.166752444673186
南,29.615004935834158
南北,211.64021164021165
南,34.40209164717215
南,40.580948312686886
南,42.61690854641788
南,36.111111111111114
南,44.943820224719104
南,41.53686396677051
南北,74.6268656716418
南,42.73504273504273
北,40.449438202247194
南,62.35294117647059
南,102.5
南北,67.84260515603799
南北,76.13636363636364
北,45.833333333333336
